Abandono,Género,AdultoMayor,Pareja,Dependientes,PermanenciaMeses,ServicioTeléfono,LíneasMúltiples,SeguridadEnLínea,RespaldoEnLínea,ProtecciónDispositivo,SoporteTécnico,StreamingTV,StreamingPelículas,FacturaciónElectrónica,CargoMensual,CargoTotal,Internet_DSL,Internet_FibraÓptica,Contrato_Mensual,Contrato_1Año,Contrato_2Años,Pago_TransferenciaAutomática,Pago_TarjetaAutomática,Pago_ChequeElectrónico,Pago_ChequeCorreo,CargoDiario,Abandono_Label
1,0,1,0,0,-1.1943996621716768,1,0,0,0,0,0,0,0,0,-0.6545547590932689,-0.9493452923125238,1,0,1,0,0,0,0,1,0,-0.6545547590932685,Abandono
0,1,0,1,1,-0.990900139403764,1,0,0,0,0,0,0,0,0,-1.4876806746725084,-0.9375015658058482,0,0,0,1,0,0,1,0,0,-1.487680674672508,Permanencia
0,1,0,1,1,0.06729737898938325,1,0,0,1,1,0,1,0,1,0.8341184406568859,0.3583829679487886,0,1,1,0,0,0,0,1,0,0.8341184406568858,Permanencia
1,1,0,1,1,-0.7467007120822685,1,0,1,1,0,0,1,0,1,0.024227112364717175,-0.5918279614499284,1,0,1,0,0,0,0,1,0,0.024227112364717203,Abandono
0,1,0,1,1,1.6138937520255214,1,1,0,0,0,0,0,0,0,-1.3416346974394944,-0.280560713426251,0,0,0,0,1,1,0,0,0,-1.3416346974394937,Permanencia
0,1,0,1,0,1.573193847471939,1,0,1,0,0,1,0,0,0,-0.3392282173401703,0.6611809590291448,1,0,0,0,1,1,0,0,0,-0.33922821734017006,Permanencia
0,1,0,1,1,1.2882945155968608,1,0,1,0,1,0,1,1,1,0.2764883457671959,1.0627869477815814,1,0,0,1,0,0,1,0,0,0.2764883457671961,Permanencia
0,1,0,1,1,0.8405955655074524,1,0,0,1,0,1,1,0,0,0.009290591965886096,0.4783861633357956,1,0,1,0,0,0,1,0,0,0.009290591965886094,Permanencia
0,0,0,1,0,1.4510941338111911,1,1,0,0,1,0,1,0,1,0.837437667412182,1.6298963326347538,0,1,0,0,1,1,0,0,0,0.8374376674121821,Permanencia
1,1,0,1,1,-1.1129998530645118,1,1,0,1,0,0,0,0,1,0.5121534453931962,-0.8355837628498917,0,1,1,0,0,0,0,1,0,0.5121534453931962,Abandono
0,1,1,0,0,0.7998956609538698,1,1,0,0,0,0,0,0,1,0.2731691190119003,0.6839200317076973,0,1,1,0,0,1,0,0,0,0.2731691190119003,Permanencia
1,1,0,1,0,1.4103942292576086,1,1,0,1,1,0,1,1,0,1.307108253286534,2.100359144764922,0,1,0,1,0,0,0,1,0,1.3071082532865337,Abandono
0,0,0,0,0,1.4510941338111911,1,0,0,0,0,0,0,0,0,-1.4677653141407336,-0.37687645579990636,0,0,0,0,1,0,1,0,0,-1.4677653141407332,Permanencia
0,0,0,1,1,0.677795947293122,1,0,0,1,1,0,1,1,0,0.4407900701543368,0.6814718871225184,1,0,0,1,0,0,1,0,0,0.44079007015433697,Permanencia
0,1,0,1,1,0.189397092650131,1,0,0,0,0,0,0,0,0,-1.4909999014278041,-0.685122119966201,0,0,0,0,1,1,0,0,0,-1.4909999014278035,Permanencia
0,1,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,0,-1.4843614479172125,-0.9965878661994875,0,0,1,0,0,0,0,0,1,-1.4843614479172123,Permanencia
1,1,0,0,0,-0.3804015711000252,1,1,0,0,1,0,0,0,1,0.54036687281321,-0.15976352520080772,0,1,1,0,0,0,0,1,0,0.5403668728132103,Abandono
0,1,0,0,0,-0.8688004257430162,1,0,0,0,0,0,0,0,1,-1.4694249275183815,-0.9007352863149198,0,0,1,0,0,0,1,0,0,-1.4694249275183813,Permanencia
0,0,0,0,0,1.5324939429183564,1,0,0,0,0,0,0,0,0,-1.4943191281830999,-0.41366479064745787,0,0,0,1,0,1,0,0,0,-1.4943191281830994,Permanencia
0,1,0,0,0,0.3114968063108788,1,0,1,1,0,1,0,0,1,-0.09360543744828297,0.16224468149838378,1,0,1,0,0,0,0,0,1,-0.09360543744828263,Permanencia
0,0,0,1,0,-0.5839010938679381,1,1,0,0,0,1,1,0,1,0.8009261731039282,-0.30195440935078627,0,1,1,0,0,0,0,1,0,0.8009261731039282,Permanencia
0,0,0,1,1,1.4917940383647736,1,1,0,1,0,1,0,1,1,0.9486317637145902,1.8168154800166474,0,1,0,0,1,1,0,0,0,0.9486317637145902,Permanencia
0,0,0,1,1,1.573193847471939,1,1,0,0,0,0,0,0,0,-1.328357790418311,-0.20676349016491574,0,0,0,0,1,1,0,0,0,-1.3283577904183108,Permanencia
0,1,0,1,1,1.166194801936113,1,0,1,1,1,1,1,1,0,0.6698167162697455,1.316798490011348,1,0,0,1,0,1,0,0,0,0.6698167162697454,Permanencia
0,0,0,0,0,-0.2583018574392774,1,1,0,0,1,0,1,1,1,1.187616090095886,0.14144648020267567,0,1,1,0,0,1,0,0,0,1.187616090095886,Permanencia
1,0,0,1,1,0.6370960427395395,1,1,0,0,0,0,0,1,1,0.5752187537438156,0.7722296796271193,0,1,0,1,0,0,0,0,1,0.5752187537438156,Abandono
0,1,0,1,1,1.1254948973825305,1,0,0,0,0,0,0,0,0,-1.4661057007630858,-0.47385385887225884,0,0,0,0,1,0,0,0,1,-1.4661057007630853,Permanencia
0,1,0,1,0,-0.7060008075286859,1,0,0,0,0,0,0,0,1,0.12878275515653378,-0.516398641798474,0,1,1,0,0,1,0,0,0,0.12878275515653406,Permanencia
0,0,0,1,0,1.4917940383647736,1,0,1,1,0,1,1,1,1,1.383450468658337,2.193454805071585,0,1,0,1,0,0,1,0,0,1.3834504686583369,Permanencia
0,0,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,0,-1.4959787415607477,-0.99674225369585,0,0,1,0,0,0,0,0,1,-1.4959787415607475,Permanencia
1,1,0,1,0,1.084794992828948,0,0,0,1,0,0,0,1,1,-0.7856642159274521,0.07649345494725657,1,0,1,0,0,1,0,0,0,-0.7856642159274518,Abandono
0,1,0,1,1,0.8812954700610349,1,1,0,1,0,1,1,1,1,1.3436197475947875,1.4814858379170237,0,1,0,1,0,0,0,1,0,1.3436197475947875,Permanencia
0,1,0,1,1,1.6138937520255214,0,0,1,0,1,1,1,1,0,-0.12513809162359268,1.0012083920895172,1,0,0,0,1,1,0,0,0,-0.12513809162359255,Permanencia
0,0,0,0,0,-0.9502002348501813,1,0,0,0,0,0,0,0,0,-1.5009575816936913,-0.9390895514827209,0,0,1,0,0,1,0,0,0,-1.500957581693691,Permanencia
0,1,0,1,1,-1.2350995667252596,1,0,0,0,0,0,0,0,1,-0.6711508928697477,-0.9656883115703389,1,0,1,0,0,0,0,1,0,-0.6711508928697474,Permanencia
0,1,0,1,1,1.369694324704026,1,0,0,0,0,0,0,0,1,-1.492659514805452,-0.41234146925006393,0,0,0,0,1,0,0,0,1,-1.4926595148054518,Permanencia
0,0,0,1,1,1.6138937520255214,1,1,0,1,1,1,0,1,1,1.1262103951229145,2.1394412367012894,0,1,0,0,1,1,0,0,0,1.1262103951229145,Permanencia
1,1,0,0,0,0.4335965199716265,1,0,1,0,0,0,0,0,1,0.3478517210060552,0.40551526505263596,0,1,1,0,0,0,0,1,0,0.3478517210060554,Abandono
0,0,1,0,0,1.0033951837217827,0,0,0,1,1,0,1,1,1,-0.3226320835636914,0.3593975143534574,1,0,1,0,0,0,0,1,0,-0.3226320835636913,Permanencia
1,0,0,1,1,-1.275799471278842,0,0,0,0,0,1,1,0,0,-0.8171968701027618,-0.987721612836948,1,0,1,0,0,0,0,1,0,-0.8171968701027615,Abandono
1,0,0,1,1,-0.014102430117781927,1,1,0,0,1,0,0,1,1,0.8739491617204354,0.29784101401801594,0,1,1,0,0,1,0,0,0,0.8739491617204351,Abandono
0,1,1,1,0,0.9219953746146176,1,1,0,1,1,1,1,1,1,1.6224347950396325,1.7703448436114968,0,1,0,0,1,0,0,1,0,1.6224347950396325,Permanencia
0,1,0,1,0,0.7591957564002872,0,0,0,1,0,0,0,0,1,-1.1507791590099872,-0.33075870510072763,1,0,1,0,0,0,1,0,0,-1.1507791590099867,Permanencia
0,0,0,1,1,-1.0722999485109292,1,0,0,0,0,1,0,0,1,-0.5284241423920295,-0.8742468030104179,1,0,1,0,0,0,0,0,1,-0.5284241423920294,Permanencia
1,1,0,1,1,-0.990900139403764,1,0,0,0,1,0,0,0,1,-0.45374154039787457,-0.8223284935193291,1,0,1,0,0,0,0,1,0,-0.4537415403978743,Abandono
0,0,0,0,0,-0.17690204833211226,0,0,0,0,1,1,0,0,1,-0.9615832339581281,-0.5813296116972697,1,0,1,0,0,0,0,0,1,-0.9615832339581277,Permanencia
0,1,0,1,1,-0.6653009029751032,1,0,1,1,0,0,0,0,1,-0.29441865614367724,-0.6270283106206072,1,0,0,1,0,0,0,0,1,-0.29441865614367696,Permanencia
0,0,1,0,1,-0.0955022392249471,1,1,0,0,0,1,1,1,1,1.2141699041382523,0.30666315666730887,0,1,1,0,0,0,0,1,0,1.214169904138252,Permanencia
0,0,0,0,0,-0.8281005211894337,0,0,0,1,1,1,1,1,0,-0.13509577188948016,-0.677535077287809,1,0,0,1,0,0,0,1,0,-0.1350957718894801,Permanencia
1,0,0,0,0,1.1254948973825305,1,1,0,1,1,0,1,1,1,1.3668543348818583,1.8161097086047038,0,1,1,0,0,0,0,1,0,1.366854334881858,Abandono
0,1,0,0,0,0.9219953746146176,1,0,0,1,0,1,0,1,1,-0.017263222076480008,0.5946178927402298,1,0,0,1,0,0,0,1,0,-0.017263222076479828,Permanencia
0,0,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,0,-0.6429374654497336,-0.9854058003915087,1,0,1,0,0,0,0,0,1,-0.6429374654497333,Permanencia
0,1,0,1,1,0.06729737898938325,0,0,0,0,0,1,1,0,1,-0.8022603497039309,-0.4205681172705296,1,0,0,0,1,0,0,1,0,-0.8022603497039307,Permanencia
1,1,0,0,0,-0.7060008075286859,0,0,0,0,0,1,0,0,1,-1.1623964526535222,-0.8120948080461493,1,0,1,0,0,0,0,1,0,-1.162396452653522,Abandono
1,0,0,0,0,-1.2350995667252596,1,0,0,0,0,0,1,0,1,0.528749579169675,-0.9418244157040015,0,1,1,0,0,0,0,1,0,0.528749579169675,Abandono
0,0,0,1,1,-1.0722999485109292,1,0,0,0,0,0,0,0,0,-1.4943191281830999,-0.9637474401874946,0,0,0,1,0,0,0,0,1,-1.4943191281830994,Permanencia
1,1,0,1,0,1.369694324704026,1,1,1,0,1,0,1,1,1,1.3718331750148016,2.0741132703832754,0,1,0,0,1,0,1,0,0,1.3718331750148012,Abandono
0,1,0,0,1,-1.1943996621716768,1,0,0,0,0,0,0,0,0,-1.4561480204971984,-0.9786568612647996,0,0,1,0,0,0,0,0,1,-1.456148020497198,Permanencia
0,0,0,1,1,1.6138937520255214,1,1,1,1,0,0,1,0,1,1.0083778453099141,2.013152264676661,0,1,0,0,1,0,0,1,0,1.0083778453099141,Permanencia
0,0,0,0,0,-0.9095003302965988,1,0,0,0,0,1,0,1,1,-0.12513809162359268,-0.7277110136056625,1,0,1,0,0,0,0,0,1,-0.12513809162359255,Permanencia
0,1,0,1,1,0.4335965199716265,1,1,0,0,0,0,0,0,0,-1.343294310817142,-0.5299185754085153,0,0,0,0,1,0,0,0,1,-1.3432943108171418,Permanencia
1,1,0,0,0,-1.275799471278842,1,1,0,0,0,0,0,0,1,-0.473656900929649,-0.983156154015939,1,0,1,0,0,0,0,1,0,-0.4736569009296487,Abandono
0,0,0,1,1,0.5963961381859568,1,0,0,1,0,1,0,1,0,-0.030540129097663297,0.32110941525552605,1,0,0,0,1,1,0,0,0,-0.03054012909766323,Permanencia
0,1,0,0,0,-0.4211014756536078,0,0,0,0,1,1,1,1,0,-0.26454561534601534,-0.4298313670522872,1,0,0,0,1,1,0,0,0,-0.2645456153460152,Permanencia
1,1,0,0,0,-0.054802334671364514,1,1,0,1,1,0,1,1,1,1.2855332793771115,0.347222957497433,0,1,0,1,0,0,0,1,0,1.2855332793771113,Abandono
0,0,0,1,1,0.27079690175729615,1,0,0,0,1,1,0,0,1,0.5569630065896889,0.36524218385861396,0,1,1,0,0,1,0,0,0,0.5569630065896891,Permanencia
1,1,1,1,0,-0.0955022392249471,1,0,0,1,0,0,0,0,1,-0.47531651430729704,-0.33161886400903373,1,0,1,0,0,1,0,0,0,-0.4753165143072969,Abandono
0,0,0,1,1,-0.8281005211894337,1,0,0,0,0,0,0,0,1,-1.4810422211619167,-0.9028967112639966,0,0,1,0,0,0,1,0,0,-1.4810422211619165,Permanencia
1,1,1,1,0,-0.9095003302965988,1,1,0,0,0,0,0,1,1,0.7279031844874215,-0.6275355838229414,0,1,1,0,0,0,0,1,0,0.7279031844874216,Abandono
0,1,1,1,0,0.5149963290787917,1,1,1,0,1,1,0,1,0,0.3461921076284074,0.52979719962455,1,0,0,0,1,0,1,0,0,0.3461921076284077,Permanencia
1,1,0,1,0,-0.5839010938679381,1,1,1,0,0,0,1,1,1,1.1511045957876327,-0.23658233231952575,0,1,1,0,0,0,0,1,0,1.1511045957876327,Abandono
0,1,0,1,1,1.5324939429183564,0,0,0,1,1,1,1,1,0,-0.14505345215536739,0.8202000802826496,1,0,0,1,0,0,0,1,0,-0.14505345215536722,Permanencia
0,0,0,1,1,1.6138937520255214,0,0,1,1,1,1,1,1,1,0.01592904547647774,1.1050450110716947,1,0,0,0,1,0,1,0,0,0.015929045476477798,Permanencia
1,0,0,0,0,-0.8281005211894337,1,1,1,1,1,0,0,1,1,1.16106227605352,-0.4591208806479396,0,1,1,0,0,1,0,0,0,1.1610622760535199,Abandono
0,0,0,1,1,-1.1943996621716768,1,0,0,0,0,0,0,0,0,-1.507596035204283,-0.9812814487029643,0,0,1,0,0,0,0,0,1,-1.5075960352042825,Permanencia
1,0,0,0,0,-1.1536997576180943,1,1,0,1,0,0,0,0,0,0.439130456776689,-0.8706297245242078,0,1,1,0,0,1,0,0,0,0.43913045677668927,Abandono
0,1,0,0,0,-1.0722999485109292,1,0,0,0,0,0,0,0,0,-1.4793826077842689,-0.9478455280621441,0,0,1,0,0,1,0,0,0,-1.4793826077842684,Permanencia
0,0,1,1,0,1.166194801936113,1,1,1,1,1,1,0,0,1,0.9785048045122524,1.5951150352399162,0,1,1,0,0,0,1,0,0,0.9785048045122524,Permanencia
0,0,1,1,0,0.39289661541804394,1,1,1,0,1,0,1,1,1,1.3436197475947875,1.0233078594259957,0,1,0,1,0,1,0,0,0,1.3436197475947875,Permanencia
0,1,0,0,0,-1.275799471278842,1,0,1,0,0,0,0,0,1,-0.4636992206637618,-0.9830238218761995,1,0,1,0,0,0,0,0,1,-0.4636992206637616,Permanencia
0,1,0,0,0,0.5149963290787917,0,0,1,0,1,1,0,0,0,-0.7441738814862549,-0.1934420547644834,1,0,0,1,0,1,0,0,0,-0.7441738814862546,Permanencia
0,0,0,0,0,-0.990900139403764,1,0,1,0,0,1,0,1,0,0.04414247289649164,-0.7519939612478412,1,0,1,0,0,1,0,0,0,0.04414247289649186,Permanencia
0,0,0,0,0,-0.7467007120822685,1,0,0,0,0,1,1,1,1,0.16363463608713982,-0.5989738969958556,1,0,1,0,0,0,0,1,0,0.16363463608713985,Permanencia
0,1,0,0,0,-0.5839010938679381,1,0,1,0,1,1,1,0,1,0.12048468826829437,-0.4320589580712336,1,0,1,0,0,0,0,1,0,0.12048468826829467,Permanencia
0,0,0,0,0,0.4335965199716265,1,1,0,0,0,0,0,0,1,-1.2951655228653534,-0.4812865140542881,0,0,0,0,1,0,1,0,0,-1.295165522865353,Permanencia
0,1,0,1,0,-0.21760195288569487,1,0,1,0,0,0,0,0,0,-0.5317433691473251,-0.37826594326717006,1,0,0,1,0,0,1,0,0,-0.5317433691473248,Permanencia
0,0,0,0,0,-0.5839010938679381,1,1,0,0,0,0,0,0,1,0.3129998400754497,-0.41179008533448314,0,1,1,0,0,0,0,1,0,0.3129998400754496,Permanencia
1,1,0,1,0,-1.1129998530645118,0,0,0,0,0,0,0,0,1,-1.3200597235300715,-0.9611228527493298,1,0,1,0,0,0,0,1,0,-1.3200597235300715,Abandono
0,0,0,1,1,0.7998956609538698,1,0,1,0,1,1,0,0,1,0.6416032888497311,0.9031723318992496,0,1,1,0,0,1,0,0,0,0.6416032888497313,Permanencia
0,1,0,1,0,-1.1943996621716768,1,0,0,0,0,0,0,0,0,-1.4843614479172125,-0.9835090397219106,0,0,1,0,0,1,0,0,0,-1.4843614479172123,Permanencia
0,0,1,1,0,-1.1943996621716768,1,0,0,0,0,0,1,0,1,0.5204515122814356,-0.9065799558200763,0,1,1,0,0,0,0,1,0,0.5204515122814356,Permanencia
0,0,0,0,0,-0.3804015711000252,1,0,0,0,1,0,0,0,0,-0.49855110159436733,-0.528462921871382,1,0,1,0,0,0,1,0,0,-0.49855110159436716,Permanencia
1,0,0,1,1,-0.6246009984215207,1,1,0,0,0,0,0,0,0,-1.3482731509500858,-0.824600195251522,0,0,1,0,0,0,0,0,1,-1.3482731509500856,Abandono
0,0,0,1,0,-0.5025012847607729,1,0,0,0,0,0,0,0,0,-1.4727441542736772,-0.8319887397203047,0,0,0,1,0,0,0,0,1,-1.472744154273677,Permanencia
0,1,1,0,0,-0.054802334671364514,1,1,0,0,1,1,1,0,1,1.0581662466393507,0.26407426302784726,0,1,1,0,0,1,0,0,0,1.0581662466393507,Permanencia
0,0,0,1,0,-1.275799471278842,1,0,0,0,0,0,0,0,1,-1.4744037676513253,-0.996455534059748,0,0,1,0,0,1,0,0,0,-1.4744037676513246,Permanencia
0,1,0,0,0,0.10799728354296582,1,0,0,0,0,0,0,0,1,-1.4777229944066208,-0.7035162873899766,0,0,0,0,1,0,0,0,1,-1.4777229944066206,Permanencia
0,0,0,1,1,-1.0722999485109292,0,0,0,1,1,1,0,0,0,-0.8022603497039309,-0.9094692075377199,1,0,0,0,1,0,0,0,1,-0.8022603497039307,Permanencia
1,0,0,0,0,-1.2350995667252596,1,1,0,0,0,0,0,0,1,0.35946901464959025,-0.9320538927199097,0,1,1,0,0,0,0,1,0,0.3594690146495902,Abandono
0,1,0,0,0,-0.7467007120822685,1,0,0,0,0,0,0,0,0,-1.4710845408960296,-0.8837967724282775,0,0,0,1,0,1,0,0,0,-1.4710845408960291,Permanencia
0,1,0,0,0,1.2475946110432783,1,1,0,1,0,0,0,1,0,0.8540338011886609,1.5642595913240143,0,1,0,1,0,0,1,0,0,0.8540338011886609,Permanencia
0,1,0,1,0,1.4510941338111911,1,1,1,1,0,1,1,1,1,1.426600416477182,2.2238911972116457,0,1,1,0,0,0,0,1,0,1.4266004164771822,Permanencia
0,1,0,0,0,-1.1943996621716768,1,1,0,0,0,0,0,0,0,0.3246171337189847,-0.9094912628943431,0,1,1,0,0,0,0,1,0,0.3246171337189849,Permanencia
0,1,0,0,0,1.0440950882753652,1,1,0,0,0,1,0,0,0,0.528749579169675,1.1151463644051354,0,1,1,0,0,1,0,0,0,0.528749579169675,Permanencia
1,0,0,0,0,-0.5432011893143556,1,0,1,0,1,1,1,1,1,1.390088922168928,-0.15211031645254605,0,1,1,0,0,0,0,1,0,1.3900889221689283,Abandono
1,0,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,0,-0.6280009450509028,-0.9852073021818994,1,0,1,0,0,0,0,1,0,-0.6280009450509024,Abandono
0,0,1,1,1,-0.3397016665464426,1,0,0,0,1,0,1,1,1,1.056506633261703,-0.006986069871677664,0,1,0,0,1,0,0,1,0,1.056506633261703,Permanencia
1,0,0,0,0,-0.5839010938679381,1,1,0,0,0,0,1,0,1,0.6797743965356327,-0.319973635711967,0,1,1,0,0,0,0,1,0,0.679774396535633,Abandono
0,1,0,1,1,0.7591957564002872,1,0,1,0,0,1,1,1,1,0.3876824420696046,0.7441532106457448,1,0,0,1,0,1,0,0,0,0.38768244206960467,Permanencia
0,1,0,1,0,0.5149963290787917,1,0,1,1,1,0,1,1,0,0.4673438841967029,0.5814729001927833,1,0,0,1,0,1,0,0,0,0.4673438841967029,Permanencia
0,0,0,1,1,1.166194801936113,1,1,1,1,0,0,0,0,0,-0.16330919930949428,0.6008816140212276,1,0,1,0,0,0,0,1,0,-0.16330919930949417,Permanencia
1,0,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,1,-1.4777229944066208,-0.9964996447729946,0,0,1,0,0,0,0,0,1,-1.4777229944066206,Abandono
0,0,0,1,0,0.02659747443580066,1,0,0,1,0,1,0,0,1,-0.36412241800488854,-0.18614173172219353,1,0,0,1,0,0,1,0,0,-0.36412241800488826,Permanencia
1,1,0,0,0,-1.2350995667252596,1,0,0,0,0,0,0,0,1,-0.6213624915403111,-0.9681364561555178,1,0,1,0,0,0,1,0,0,-0.6213624915403108,Abandono
1,0,0,1,0,-0.990900139403764,1,0,0,0,0,0,0,0,0,-1.4793826077842689,-0.9364870194011794,0,0,1,0,0,1,0,0,0,-1.4793826077842684,Abandono
0,0,0,1,1,1.4917940383647736,0,0,1,0,1,0,0,1,1,-0.6894066400238744,0.3003112139598179,1,0,0,0,1,0,1,0,0,-0.6894066400238742,Permanencia
0,0,0,1,1,-0.2583018574392774,1,0,0,0,0,0,0,0,0,-1.4959787415607477,-0.787106088992027,0,0,0,0,1,0,1,0,0,-1.4959787415607475,Permanencia
0,0,0,0,0,-0.3804015711000252,1,0,1,0,0,0,0,0,1,0.34121326749546355,-0.2209009737604076,0,1,1,0,0,1,0,0,0,0.34121326749546366,Permanencia
1,1,0,0,0,-1.275799471278842,0,0,0,1,0,1,0,1,1,-0.6661720527368041,-0.9857145753842339,1,0,1,0,0,0,0,0,1,-0.6661720527368039,Abandono
1,0,0,0,0,-1.2350995667252596,1,1,0,0,0,0,1,1,1,1.0100374586875625,-0.9185560144664915,0,1,1,0,0,0,0,1,0,1.0100374586875625,Abandono
0,1,1,1,0,-0.787400616635851,1,1,1,1,0,0,0,1,0,0.9652278974910691,-0.4491739148108619,0,1,1,0,0,0,1,0,0,0.9652278974910691,Permanencia
1,0,0,1,1,-1.275799471278842,1,0,0,0,0,0,0,0,1,-1.4793826077842689,-0.9965217001296177,0,0,1,0,0,0,1,0,0,-1.4793826077842684,Abandono
0,0,0,1,0,-1.1536997576180943,0,0,1,0,0,0,0,0,1,-1.183971426562945,-0.9482425244813623,1,0,1,0,0,0,0,1,0,-1.1839714265629446,Permanencia
0,1,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,1,-1.492659514805452,-0.9966981429826036,0,0,1,0,0,0,1,0,0,-1.4926595148054518,Permanencia
1,1,0,0,0,-0.4211014756536078,1,1,1,1,0,0,0,0,0,-0.1898630133518604,-0.4519528897453891,1,0,1,0,0,0,0,1,0,-0.18986301335186032,Abandono
1,0,0,0,1,-1.2350995667252596,1,0,0,0,0,0,0,0,1,-1.4976383549383956,-0.9895963181499228,0,0,1,0,0,0,0,1,0,-1.4976383549383954,Abandono
1,1,0,0,0,-1.275799471278842,0,0,0,0,0,0,0,1,0,-0.9566043938251844,-0.9895742627932995,1,0,1,0,0,0,0,1,0,-0.9566043938251841,Abandono
0,0,0,0,0,-0.46180138020719036,1,0,0,0,0,0,0,0,1,0.13044236853418206,-0.34674883865257106,0,1,1,0,0,0,0,1,0,0.13044236853418223,Permanencia
0,1,1,1,0,0.5149963290787917,1,1,0,1,1,1,1,0,1,1.1278700085005622,0.9909526512597141,0,1,0,1,0,1,0,0,0,1.1278700085005622,Permanencia
0,0,0,0,0,-0.8281005211894337,1,1,0,0,0,0,0,1,1,0.7245839577321255,-0.5347928092222496,0,1,1,0,0,0,0,1,0,0.7245839577321254,Permanencia
0,1,0,1,1,1.6138937520255214,1,1,1,1,1,0,0,0,0,-0.008965155188240571,1.0766156563843483,1,0,0,0,1,0,1,0,0,-0.008965155188240422,Permanencia
0,1,0,1,1,1.2475946110432783,1,0,1,1,1,1,1,0,0,0.3246171337189847,1.0565673372138302,1,0,0,0,1,0,1,0,0,0.3246171337189849,Permanencia
1,0,0,1,0,-0.7060008075286859,1,0,0,0,1,0,1,0,1,0.6499013557379705,-0.4282654367320376,0,1,1,0,0,0,0,1,0,0.6499013557379707,Abandono
0,1,0,1,0,0.4335965199716265,1,1,1,0,1,0,1,1,1,0.5138130587708439,0.5744592967865954,1,0,0,1,0,0,0,1,0,0.5138130587708439,Permanencia
0,0,1,1,0,1.1254948973825305,1,0,1,1,1,1,1,1,1,1.5029426318489847,1.9360467379218413,0,1,0,0,1,1,0,0,0,1.5029426318489845,Permanencia
0,1,0,1,0,-0.054802334671364514,1,1,0,0,0,0,1,0,1,-0.1882033999742126,-0.17489349984434507,1,0,1,0,0,0,1,0,0,-0.1882033999742124,Permanencia
0,0,0,1,1,0.8405955655074524,1,0,0,0,0,0,0,0,0,-1.4992979683160437,-0.5608181300376637,0,0,0,1,0,1,0,0,0,-1.499297968316043,Permanencia
0,0,1,0,0,1.4103942292576086,1,1,0,1,0,0,0,0,0,-0.3259513103189872,0.637934613148258,1,0,1,0,0,0,0,1,0,-0.3259513103189871,Permanencia
0,1,0,0,0,1.6138937520255214,1,1,1,1,1,1,1,1,0,0.7909684928380409,1.8010679553876596,1,0,0,0,1,0,1,0,0,0.790968492838041,Permanencia
0,0,0,0,1,-1.1536997576180943,1,0,0,0,0,0,0,0,1,-1.4827018345395648,-0.9676953490230531,0,0,1,0,0,1,0,0,0,-1.4827018345395642,Permanencia
0,0,0,0,1,0.7591957564002872,0,0,1,0,1,1,1,1,0,-0.15169190566595903,0.3518766377449351,1,0,0,1,0,1,0,0,0,-0.15169190566595891,Permanencia
0,0,0,0,0,-0.7060008075286859,1,1,0,0,0,0,0,0,1,-0.5284241423920295,-0.6877687627609889,1,0,1,0,0,0,0,0,1,-0.5284241423920294,Permanencia
0,0,0,1,1,1.4917940383647736,1,0,0,0,0,0,0,0,0,-1.4909999014278041,-0.3715611148537074,0,0,0,0,1,0,1,0,0,-1.4909999014278035,Permanencia
0,1,0,0,0,-1.1536997576180943,1,0,0,0,0,0,0,0,0,-0.6694912794921,-0.9080356093572097,1,0,1,0,0,0,0,0,1,-0.6694912794920997,Permanencia
0,0,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,0,-1.4876806746725084,-0.9966319769127339,0,0,1,0,0,0,0,0,1,-1.487680674672508,Permanencia
0,1,0,0,0,0.9219953746146176,1,0,1,1,0,0,1,1,1,1.2008929971170694,1.443638845951557,0,1,0,1,0,0,0,0,1,1.2008929971170696,Permanencia
0,1,0,0,0,-1.1536997576180943,0,0,1,1,0,1,0,0,0,-0.740854654730959,-0.9408319246559561,1,0,1,0,0,0,0,0,1,-0.7408546547309587,Permanencia
1,0,0,0,0,-1.2350995667252596,0,0,1,1,0,0,0,1,1,-0.7342162012203673,-0.97347385245834,1,0,1,0,0,0,0,1,0,-0.734216201220367,Abandono
1,1,0,0,0,0.5149963290787917,1,1,0,1,0,0,1,1,1,1.1992333837394211,1.0854377990336412,0,1,1,0,0,0,1,0,0,1.199233383739421,Abandono
0,0,0,1,0,-0.5432011893143556,1,0,0,0,0,0,0,0,0,-0.6578739858485647,-0.6350344050748403,1,0,1,0,0,0,0,0,1,-0.6578739858485645,Permanencia
1,1,1,1,0,-1.1943996621716768,0,0,0,0,0,0,1,0,1,-0.9383486466710576,-0.9640782705368431,1,0,1,0,0,0,0,0,1,-0.9383486466710572,Abandono
1,0,0,1,0,-0.17690204833211226,1,1,0,0,1,1,1,1,1,1.3303428405736044,0.33822437199515437,0,1,1,0,0,0,0,1,0,1.3303428405736042,Abandono
0,0,0,1,1,-0.3804015711000252,1,1,0,0,0,0,0,1,0,0.6930513035568155,-0.18124544255183592,0,1,1,0,0,0,0,1,0,0.6930513035568154,Permanencia
